доц. Панюшкина О.В. 477",,,,Ин.яз. преп. Гавриш О.А.  308П,,,,,,АиСД ст.преп. Соломатин Д.И.  384,Web-техн. ст.преп. Ермаков М.В. 383,МЛ и ТА ст.преп. Пашкевич А.А. 305П,,,,,Математический анализ преп. Щеглаков Д.А. 227,,,,,Линейная алгебра проф. Вахитова Е.В. 380,,АиСД ст. преп. Соломатин Д.И. 316П,,,,,,,,,,,,,,Урмат асс. Некипелов Е.А. 314П,,,,,,,,,,,,,Ин.яз. преп. Гафарова М.Х. 309П,,"Основы матем. теории колебаний
асс. Толкачев А.В. 381",,,,,,,,,,,,,,,,,,,,,Архитектура ИС асс. Попова Е.В. 303П,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Четверг,8:00 - 9:35,,,,,,,,,Дискретная математика асс. Стукалова И.В. 380,,,АиСД ст.преп. Соломатин Д.И. 301П,Архитектура ЭВМ асс. Попова Е.В. 303П,,Ин.яз. преп. Гафарова М.Х. 309П,,,,,Ин.яз. доц. Вострикова И.Ю. 308П,,,,УЦ,,,,,Математическая логика проф. Лобода А.В. 505П,,,,Военная подготовка,,,,,,,,,,,,,,,,,,,Разработка приложений на С++ доц. Дрюченко М.А. 290,,Военная подготовка,,,,,,,,,,,,ИСиС ст.преп. Коваль А.С. 293,Язык программирования С++  асс. Борисов А.Д. 295,Основы автоматизированного проектирования проф. Чижов М.И. 384,ТП преп. Зенин К.В. 382,,,,,Защита в операционных системах проф. Савинков А.Ю. 291,,,,,,,Военная подготовка,,,,,,,,,,,,,,Военная подготовка,,,,,
,,,,,,,,,,,,Архитектура ЭВМ асс. Попова Е.В. 316П,,,,,,,,,,,Алгебра и геометрия ст.преп. Пашкевич А.А. 307П,,,,Алгебра и геометрия доц. Атанов А.В. 477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,КТ доц. Стадная Н.П.  303П,,,,,ИСиС ст.преп. Коваль А.С. 383,,ТП преп. Зенин К.В. 382,Основы автоматизированного проектирования проф. Чижов М.И. 384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:45 - 11:20,,,Ин.яз. доц. Вострикова И.Ю. 308П,,,,Алгебра и геометрия доц. Чуракова Т.А. 479,,,,,,Web-техн. ст.преп. Ермаков М.В. 381,,Архитектура ЭВМ асс. Попова Е.В. 314П,Ин.яз. преп. Гафарова М.Х. 303П,,,,Алгебра и геометрия ст.преп. Пашкевич А.А. 307П,,АиСД асс. Нужных А.В. 384,Ин.яз. доц. Барабушка И.А. 309П,,,Алгебра и геометрия доц. Атанов А.В. 305П,,,Философия  ст.преп. Вяткина А.Г.  477,,Аналитическая геометрия проф. Вахитова Е.В. 380,,,,,,,,,,,,,,,,,,,,,Методы программирования проф. Дылевский А.В. 316П,,,,,,,,,"Обработка изображений
доц. Фертиков В.В. 383",,,,,Язык программирования С++  асс. Борисов А.Д. 295,ИСиС ст.преп. Коваль А.С. 293,Основы автоматизированного проектирования проф. Чижов М.И. 292,,,,ТЗИ доц. Нестеровский О.И. 290,СиСПИ доц. Самодуров А.С. 385,,,,,,,РО ст.преп. Акимов А.В. 301П,,,,,,,,,,,,,Информационные технологии управления проф. Матвеев М.Г.  291,,,,,,,
,,,,,,,,,,,,,,,,АиСД асс. Нужных А.В. 382,Архитектура ЭВМ асс. Попова Е.В. 297,,,Ин.яз. преп. Гафарова М.Х. 301П,,,Ин.яз. доц. Барабушка И.А. 309П,,,,,,"Практ. на ЭВМ по дисц. Програм.-е
 ст.преп. Соломатин Д.И.  314П",,,,,,,,,,,,,,,,,,,,,,,,Методы программирования проф. Дылевский А.В. 292,,,,,,,,,,,Обработка изображения доц. Иванков А.Ю. 385,ТП преп. Зенин К.В. 381,SAP R3 асс. Сафонов В.Г. 384,,,Информационные сети ст.преп. Коваль А.С. 293,Язык программирования С++  асс. Борисов А.Д. 295,,,,,СиСПИ доц. Самодуров А.С. 291,,,,,РО ст.преп. Акимов А.В. 316П,,,,,,,,,,,,,,,,,,,,,
,11:30-13:05,,,Ин.яз. доц. Вострикова И.Ю. 303П,,Ин.яз. доц. Барабушка И.А. 309П,,Алгебра и геометрия доц. Чуракова Т.А. 479,,,,,,Язык Си ст.преп. Малыхин А.Ю. 385,Ин.яз. доц. Стрельникова М.А. 308П,,Web-техн. ст.преп. Ермаков М.В. 387,,,Математический анализ ст.преп. Пашкевич А.А. 307П,АСВТ доц. Зуев С.А. 295,АиСД асс. Нужных А.В. 382,,,,,Правовые основы прикладной информатики проф. Артемов М.А. 292,,Алгебра и геометрия доц. Атанов А.В.  305П,Аналитическая геометрия проф. Вахитова Е.В. 380,,Философия  ст.преп. Вяткина А.Г.  477,,,,,,,,,,,,,,,,,,,,,Методы программирования проф. Дылевский А.В. 381,,,,,,,,,ПАОД доц. Фертиков В.В. 293,,ТП преп. Зенин К.В. 314П,SAP R3 асс. Сафонов В.Г. 384,,Язык программирования С++  асс. Борисов А.Д. 316П,,Информационные сети ст.преп. Коваль А.С. 383,,Безопасность операционных сиситем проф. Савинков А.Ю. 291,,КТ доц. Стадная Н.П.  301П,Методы оптимизации доц. Белоусова Е.Н. 409П,,,,,,РО ст.преп. Акимов А.В. 297,Язык програм. Python асс. Романов А.В. 290,,,,,,,,,,,,,Информационные технологии управления проф. Матвеев М.Г.  505П,,,,,,,
,,,,Язык Си ст.преп. Малыхин А.Ю. 387,,,,Архитектура ЭВМ асс. Попова Е.В. 316П,,Ин.яз. преп. Гавриш О.А. 307П,,Язык Си доц. Фертиков В.В. 385,,Ин.яз. доц. Стрельникова М.А. 308П,,,АиСД асс. Нужных А.В. 297,,МЛ и ТА ст.преп. Пашкевич А.А. 479,Ин.яз. преп. Гафарова М.Х. 301П,,Ин.яз. доц. Вострикова И.Ю. 303П,Ин.яз. доц. Барабушка И.А. 309П,МиО доц. Киселев Е.А. 505П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ИПС доц. Сычев А.В. 314П,,"Обработка изображения
доц. Иванков А.Ю. 290",SAP R3 асс. Сафонов В.Г. 384,ТП преп. Зенин К.В. 382,,,,Информационные сети ст.преп. Коваль А.С. 293,,,,,,,,"ИСиТ в медицине
доц. Туровский Я.А. 190",,Язык программирования Python асс. Романов А.В. 383,,,,,,,,,,,,,,,,,,,,,
,13:25-15:00,,Ин.яз. доц. Стрельникова М.А. 308П,Алгебра и геометрия доц. Чуракова Т.А. 477,,АиСД ст.преп. Соломатин Д.И. 382,,Дискретная математика доц. Попов М.И. 380,,ТФКП  доц. Стадная Н.П. 292,,Ин.яз. преп. Гавриш О.А. 305П,Язык Си доц. Фертиков В.В. 314П,,АиСД ст.преп. Соломатин Д.И. 384,Web-техн. ст.преп. Ермаков М.В. 381,,Архитектура ЭВМ асс. Попова Е.В. 387,,Математический анализ ст.преп. Пашкевич А.А. 307П,АиСД асс. Нужных А.В. 383,МиО доц. Киселев Е.А. 479,Ин.яз. доц. Барабушка И.А. 309П,АСВТ доц. Самодуров А.С. 295,,,Физическая культура и спорт,,,Физическая культура и спорт,,,,,,,,,,,,,,,,,,,,,,,,Методы программирования проф. Дылевский А.В. 291,,,,,,,,ИПС доц. Сычев А.В. 385,,ИСиС ст.преп. Коваль А.С. 290,РБЗ предприятия проф. Матвеев М.Г. 303П,,,,Язык программирования С++  асс. Борисов А.Д. 316П,,ТЗИ доц. Нестеровский О.И. 301П,Безопасность операционных систем проф. Савинков А.Ю. 293,,Методы оптимизации доц. Белоусова Е.Н. 409П,,,,РО ст.преп. Акимов А.В. 297,"ИСиТ в медицине
доц. Туровский Я.А. 190",Язык программирования Python асс. Романов А.В. 505П,,,,,,,,,,,,,,,,,,,,,
,,Ин.яз. доц. Стрельникова М.А. 308П,Web-техн. ст.преп. Ермаков М.В. 387,,,,Ин.яз. доц. Барабушка И.А. 309П,,,,,АиСД ст.преп. Соломатин Д.И. 290,,АиСД ст.преп. Соломатин Д.И. 382,,Архитектура ЭВМ асс. Попова Е.В. 383,,Математический анализ ст.преп. Пашкевич А.А. 307П,,,,АиСД асс. Нужных А.В. 381,МиО доц. Киселев Е.А. 305П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Обработка изображения
доц. Иванков А.Ю. 314П",ИСиС ст.преп. Коваль А.С. 297,РБЗ предприятия проф. Матвеев М.Г. 303П,,,,,,,,,,Анализ информации в организационных системах доц. Громковский А.А. 479,,РО ст.преп. Акимов А.В. 316П,,,,,,,,,,,,,,,,,,,,,,,
,15:10-16:45,Физическая культура и спорт,,,,,,,,,,,,Ин.яз. доц. Стрельникова М.А. 308П,Архитектура ЭВМ асс. Попова Е.В. 314П,АиСД асс. Нужных А.В. 382,,Ин.яз. преп. Гавриш О.А. 301П,,Web-техн. ст.преп. Ермаков М.В. 381,ТФКП ст.преп. Пашкевич А.А. 305П,,АСВТ доц. Самодуров А.С. 383,Ин.яз. доц. Барабушка И.А. 309П,,,,,,МиО доц. Киселев Е.А. 292,,Ин.яз. преп. Семенов В.П. 307П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ИСиС ст.преп. Коваль А.С. 316П,,,,Язык программирования С++  асс. Борисов А.Д. 384,,КТ доц. Стадная Н.П.  291,,,Методы вычислений доц. Махинова О.А. 329,,,,Информационные системы и технологии в медицине доц. Туровский Я.А. 477,,Язык програм. Python асс. Романов А.В. 303П,Линейная алгебра в гильбертовом пространстве проф. Клинских А.Ф. 385,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,АиСД ст.преп. Соломатин Д.И. 291,Ин.яз. доц. Стрельникова М.А. 308П,МЛ и ТА ст.преп. Пашкевич А.А. 305П,МЛ и ТА ст.преп. Пашкевич А.А. 305П,,Ин.яз. преп. Гавриш О.А. 301П,Архитектура ЭВМ асс. Попова Е.В. 385,,,,,,,,Ин.яз. преп. Семенов В.П. 307П,,,АиСД ст. преп. Соломатин Д.И. 295,МиО доц. Киселев Е.А. 292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Параллельные алг. обработки данных (ПАОД) доц. Фертиков В.В.  293,КТ доц. Стадная Н.П.  303П,ИСиС ст.преп. Коваль А.С. 382,,ИСиС ст.преп. Коваль А.С. 382,,,,,,ТЗИ доц. Нестеровский О.И. 384,,,,Анализ информации в организационных системах доц. Громковский А.А. 316П,,,,,,,,,,,,,,,,,,,,,,,,,
,16:55-18:30,АиСД асс. Нужных А.В. 316П,,ТФКП доц. Некрасова Н.Н. 305П,,Архитектура ЭВМ асс. Попова Е.В. 387,Язык Си ст.преп. Малыхин А.Ю. 295,Ин.яз. преп. Семенов В.П. 309П,,,,,,Физическая культура и спорт,,,,,,,Физическая культура и спорт,,,,,,,,,,,АиСД ст. преп. Соломатин Д.И. 314П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ИСиС ст.преп. Коваль А.С. 384,"Язык програм. С++
ст.преп. Лысачев П.С. 383",,,,,,,,,,Методы вычислений доц. Махинова О.А. 329,,Программная инженерия (ПИ) доц. Михайлов Е.М. 292,,Информационные системы и технологии в медицине доц. Туровский Я.А. 190,,Линейная алгебра в гильбертовом пространстве проф. Клинских А.Ф. 382,,,,,,,,,,,,,,,,,,,,,
,,АиСД асс. Нужных А.В. 381,Архитектура ЭВМ асс. Попова Е.В.  301П,,,Язык Си ст.преп. Малыхин А.Ю. 295,,,Ин.яз. преп. Семенов В.П. 309П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ИСиС ст.преп. Коваль А.С. 384,"Язык програм. С++
ст.преп. Лысачев П.С. 382",,,,,,,,ТЗИ доц. Нестеровский О.И. 316П,,,,Программная инженерия доц. Михайлов Е.М. 291,,,,,,,,,,,,,,,,,,,,,,,,,
,18:40-20:00,,,Дискретная математика асс. Стукалова И.В. 305П,,ТФКП доц. Некрасова Н.Н. 292,,,,,,,,,,,,Архитектура ЭВМ асс. Попова Е.В. 384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,КТ доц. Стадная Н.П.  295,,,,,,,,,,,,"Программная инженерия
доц. Михайлов Е.М. 316П","Программная инженерия
доц. Михайлов Е.М. 316П",,,,,,,,,,,,,,,,,Защита программ и данных  (id=25825) (id=25759)  Иванкин (ДО),,,,,,,
,,,,,,,,,,,,,,,,,,,Архитектура ЭВМ асс. Попова Е.В. 301П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:10-21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Пятница,8:00 - 9:35,Ин.яз. доц. Стрельникова М.А. 308П,,,,,Ин.яз. доц. Барабушка И.А. 309П,,,,,,Ин.яз. преп. Гавриш О.А. 295,Алгебра и геометрия доц. Атанов А.В. 479,,,,,,,,,,Web-техн.  ст.преп. Ермаков М.В. 290,Линейная алгебра доц. Глушакова Т.Н. 408П,,,,,,,Математическая логика проф. Лобода А.В. 380,,Unix ст.преп. Копытина Е.А.  291,,,Ин.яз. доц. Вострикова И.Ю. 303П,МиО асс. Некипелов Е.А.  305П,,,,,,,,,,,,,,,,,,,ПвС MATLAB доц. Иванков А.Ю. 293,Ин.яз. преп. Гафарова М.Х. 314П,,,Ин.яз. преп. Семенов В.П. 301П,,,,,,Теория компиляторов (id=1632) ст.преп. Соломатин Д.И. (ДО),,ТК (id=1632) ст.преп. Соломатин Д.И. (ДО),ТК (id=1632) ст.преп. Соломатин Д.И. (ДО),Безопасность операционных сиситем (id=4418) проф. Савинков А.Ю. (ДО),,,Защита в операционных системах (id=4418) проф. Савинков А.Ю. (ДО),,,,,,,,ИБиЗИ асс. Паринов П.А. (ДО),,,,,,,"Основы права и антикоррупционного законодательства (id=6826#section-18),  (id=18417)
доц. Панюшкина О.В. (ДО)",,,,,,,"Основы права и антикоррупционного законодательства (id=6826#section-18), (id=18417) 
 доц. Панюшкина О.В. (ДО)",,"Основы права и антикоррупционного законодательства  (id=6826#section-18), (id=18417)  
 доц. Панюшкина О.В. (ДО)",,,
,,,Ин.яз. доц. Стрельникова М.А. 308П,,,Ин.яз. доц. Барабушка И.А. 309П,,,,,,,,,,,,,,,МиО доц. Киселев Е.А. 291,,Алгебра и геометрия ст.преп. Пашкевич А.А. 307П,,,,,,,,,,,,,МиО асс. Некипелов Е.А.  305П,,,,,,Unix ст.преп. Копытина Е.А.  295,,,,,,Ин.яз. доц. Вострикова И.Ю. 303П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:45 - 11:20,Алгебра и геометрия доц. Чуракова Т.А. 477,,,,,,,Ин.яз. преп. Семенов В.П. 305П,,,,Ин.яз. преп. Гавриш О.А. 295,Алгебра и геометрия доц. Атанов А.В. 479,,,,,,,ТФКП ст.преп. Пашкевич А.А. 307П,,,,Линейная алгебра доц. Глушакова Т.Н. 408П,,,,,МиО доц. Киселев Е.А. 505П,,,,Урмат доц. Попов М.И. 316П,,,Электроника асс. Захаров В.И. 420,Unix ст.преп. Копытина Е.А.  385,,,,Ин.яз. доц. Стрельникова М.А. 308П,,Урмат асс. Некипелов Е.А. 291,,,,Ин.яз. доц. Вострикова И.Ю. 301П,,,,Ин.яз. доц. Барабушка И.А. 309П,Ин.яз. преп. Гафарова М.Х. 303П,,,,ПвС MATLAB доц. Иванков А.Ю. 293,Математическая статистика доц. Стадная Н.П. 292,,Культурология преп. Гаршин Н.А. 380,,Инфокоммуникационные системы и сети (ИСиС ) (id=2215) ст.преп. Коваль А.С. (ДО),,,,,,,Информационные сети (id=2215) ст.преп. Коваль А.С. (ДО),,Техническая защита информации (ТЗИ) доц. Нестеровский О.И. (ДО),,,Техническая защита информации (ТЗИ) доц. Нестеровский О.И. (ДО),,,,,,,,Моделирование систем (МС) (id=2210) доц. Митрофанова Е.Ю. (ДО) ,,,,,,,МС (id=2210) доц. Митрофанова Е.Ю. (ДО) ,,,МС (id=2210) доц. Митрофанова Е.Ю. (ДО) ,,,,Основы теории управления (id=15658) проф. Матвеев М.Г. (ДО),,Сети и системы телекоммуникаций (СиСТК) (id=2215)  ст.преп. Коваль А.С. (ДО),,,
,,Ин.яз. доц. Стрельникова М.А. 308П,,Web-техн. ст.преп. Ермаков М.В. 384,,,Ин.яз. доц. Барабушка И.А. 309П,,Ин.яз. преп. Семенов В.П. 301П,,,,,МЛ и ТА ст.преп. Пашкевич А.А. 479,,МЛ и ТА ст.преп. Пашкевич А.А. 479,,МЛ и ТА ст.преп. Пашкевич А.А. 479,,,Алгебра и геометрия доц. Чуракова Т.А. 477,,,,,,,,,,,,,,,Unix ст.преп. Копытина Е.А.  290,,,,,,Урмат асс. Некипелов Е.А. 291,,Ин.яз. преп. Гафарова М.Х. 307П,Методы вычислений доц. Атанов А.В. 314П,,,,Ин.яз. доц. Вострикова И.Ю. 303П,,,,,,Програмирование в среде MATLAB доц. Иванков А.Ю.  293,,,Культурология преп. Гаршин Н.А. 380,,Математическая статистика доц. Стадная Н.П. 292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30-13:05,Алгебра и геометрия доц. Чуракова Т.А. 479,,,,,,,,Ин.яз. преп. Гавриш О.А. 308П,,,,Дискретная математика доц. Попов М.И. 477,,,,,,,МиО доц. Киселев Е.А. 505П,,,,МиО доц. Киселев Е.А. 505П,,,,,Математическая логика проф. Лобода А.В. 292,,,Ин.яз. преп. Семенов В.П. 301П,,,,,,ЯиСП доц. Михайлюк Е.А. 382,,,Урмат асс. Некипелов Е.А. 383,Электроника асс. Захаров В.И. 420,Методы вычислений доц. Атанов А.В. 384,Unix ст.преп. Копытина Е.А. 293,"Проектирование ЧМИ
доц. Туровский Я.А. 190",,"Гуманитарные аспекты информационной безопасности
доц. Филиппова Н.В. 380",,Ин.яз. доц. Вострикова И.Ю. 303П,Ин.яз. доц. Барабушка И.А. 309П,Методы вычислений асс. Бородин А.В.  295,Языки программирования доц. Михайлова Е.Е.  381,,"ПвС MATLAB
доц. Иванков А.Ю. 316П",,Культурология преп. Гаршин Н.А. 305П,Архитектура ЭВМ асс. Попова Е.В.  291,,,,ИСиС (id=2215) ст.преп. Коваль А.С. (ДО),Сетевая подсистема Linux (id=15496)  проф. Савинков А.Ю. (ДО),,,,ТП (id=915715) асс. Клейменов И.В. (ДО),,,,,,,Правоведение (id=6826) доц. Завьялова И.С. (ДО),,,,,Теория информации доц. Борзунов С.В. 290,Основы криптографии доц. Стадная Н.П. 385,,Моделирование систем (МС) (id=2210) доц. Митрофанова Е.Ю. (ДО) ,,,,,,,МС (id=2210) доц. Митрофанова Е.Ю. (ДО) ,,,МС (id=2210) доц. Митрофанова Е.Ю. (ДО) ,,,,Теория систем и системный анализ (id=801650) ст.преп. Коротков В.В. (ДО),,,,,
,,,,,,,,,АиСД ст.преп. Соломатин Д.И. 383,,Ин.яз. преп. Гавриш О.А. 308П,,,,,,,,,,,,,,,,,,,,,,,,,Unix ст.преп. Копытина Е.А.  384,,,,,,"Методы вычислений
доц. Атанов А.В. 314П",,,Урмат асс. Некипелов Е.А. 290,,,,,,,,,,,,,,,Архитектура ЭВМ асс. Попова Е.В.  382,,ИСиС (id=2215) ст.преп. Коваль А.С. (ДО),,,,,,ТП (id=915715) асс. Клейменов И.В. (ДО),,,СЦВЗ (id=3420) доц. Митрофанова Е.Ю. (ДО) ,,,СЦВЗ (id=3420) доц. Митрофанова Е.Ю. (ДО) ,,,,Теория информации доц. Борзунов С.В. 291,РО ст.преп. Акимов А.В. 293,,,Правовые аспекты защиты компьютерной информации (id=4302) доц. Ефремов А.А. (ДО),,,,,,,Правовые аспекты защиты компьютерной информации  (id=4302) доц. Ефремов А.А. (ДО),,,"Правовые асп. защиты комп. инф. (id=4302)
доц. Ефремов А.А. (ДО)",,СЦВЗ (id=3420) доц. Митрофанова Е.Ю. (ДО) ,,,,,,,
,13:25-15:00,Теория функций комплексного переменного доц. Сирота Е.А. 479,,,,,,АиСД ст.преп. Соломатин Д.И. 316П,,Ин.яз. преп. Гавриш О.А. 308П,,ТФКП доц. Стадная Н.П. 307П,,,Язык Си ст.преп. Малыхин А.Ю. 387,,,Математический анализ ст.преп. Пашкевич А.А. 477,,Архитектура ЭВМ асс. Попова Е.В. 383,Дискретная математика доц. Борзунов С.В. 505П,,,,МиО доц. Киселев Е.А. 384,,,,,Ин.яз. преп. Гафарова М.Х. 303П,,,,,,,,,,Урмат доц. Попов М.И. 382,,,Урмат асс. Некипелов Е.А. 301П,"Проектирование ЧМИ
доц. Туровский Я.А. 190",,Unix ст.преп. Копытина Е.А.  293,Электроника асс. Захаров В.И. 420,Методы вычислений асс. Бородин А.В. 381,Ин.яз. доц. Вострикова И.Ю. 309П,Программирование в среде MATLAB доц. Иванков А.Ю. 290,,Гуманитарные аспекты информационной безопасности доц. Филиппова Н.В. 380,Языки программирования доц. Михайлова Е.Е. 292,,Культурология преп. Гаршин Н.А. 305П,,,,,,,,,,,,,,,,,,,,,,,,Интеллектуальные системы доц. Илларионов И.В. 385,Теория управления ст.преп. Акимов А.В. 295,"Квантовые вычисления
проф. Клинских А.Ф. 291",Архитектура ИС  (id=4607) доц. Борисов Д.Н. (ДО),,,,,,,Архитектура ИС (id=4607)  доц. Борисов Д.Н. (ДО),,,"Комплексное обеспечение защиты информации объекта информатизации 
доц. Нестеровский О.И. (ДО)",,,,Управление проектами (id=1006449) ст.преп. Коротков В.В. (ДО),,Концепции современного естествознания (id=3979) проф. Запрягаев С.А. (ДО),,,
,,,,,,,,АиСД ст.преп. Соломатин Д.И. 293,,Архитектура ЭВМ асс. Попова Е.В. 316П,,,,,Web-техн. ст.преп. Ермаков М.В. 291,Культурология преп. Гаршин Н.А. 305П,,,Ин.яз. преп. Гавриш О.А. 309П,,,,,,Физическая культура и спорт,,,,,,,,,,,Ин.яз. доц. Вострикова И.Ю. 308П,,,,,Урмат доц. Попов М.И. 383,,Unix ст.преп. Копытина Е.А.  297,Урмат асс. Некипелов Е.А. 301П,,,,,,,,,Ин.яз. преп. Гафарова М.Х. 303П,,,,,,,Алгоритмы томографии доц. Киселев Е.А. 292,,,,,,,,,,,,,,,,Основы эконометрического моделирования доц. Алейникова Н.А. 314П,,Интеллектуальные системы доц. Илларионов И.В. 385,,"Квантовые вычисления
проф. Клинских А.Ф. 477",Теория управления ст.преп. Акимов А.В. 295,,,,,,,,,,,,,Основы построения защищенных компьютерных сетей ст.преп. Коваль А.С. (ДО),Основы построения защищенных компьютерных сетей ст.преп. Коваль А.С. (ДО),,,,,,
,15:10-16:45,Архитектура ЭВМ асс. Попова Е.В. 316П,,,Язык Си ст.преп. Малыхин А.Ю. 297,Ин.яз. доц. Барабушка И.А. 309П,,Теория функций комплексного переменного доц. Сирота Е.А. 477,,,,,,,,,Ин.яз. преп. Гафарова М.Х. 308П,,,Дискретная математика доц. Попов М.И.  479,,,,,,,,,,,,,,,,,,,,МиО асс. Некипелов Е.А.  292,,,"Проектирование ЧМИ
доц. Туровский Я.А. 190",Электроника асс. Захаров В.И. 420,,Unix ст.преп. Копытина Е.А.  383,,,ЯиСП доц. Михайлов Е.М. 384,Гуманитарные аспекты информационной безопасности доц. Филиппова Н.В. 380,,,,,,Програмирование в среде MATLAB доц. Иванков А.Ю.  290,,,,,,Физическая культура и спорт,,,,,,,Физическая культура и спорт,,,,,Физическая культура и спорт,,Основы эконометрического моделирования доц. Алейникова Н.А. 314П,,Теория управления ст.преп. Акимов А.В. 293,"Квантовые вычисления
проф. Клинских А.Ф. 305П",Теория информации доц. Борзунов С.В. 291,Основы криптографии доц. Стадная Н.П. 303П,,,,"Разработка ERP  (id=25777)
асс. Соломатин А.И. (ДО)",,Алгоритмы на строках (id=6425) проф. Махортов С.Д. (ДО),,Алгоритмы на строках (id=6425)  проф. Махортов С.Д. (ДО),,,Безопасность компьютерных сетей  (id=2995) ст.преп. Коваль А.С. (ДО),,Основы построения защищенных компьютерных сетей ст.преп. Коваль А.С. (ДО),,Разработка ERP  (id=25785) асс. Соломатин А.И. (ДО),,Концепции современного естествознания (id=3979) проф. Запрягаев С.А. (ДО),,Концепции современного естествознания (id=3979) проф. Запрягаев С.А. (ДО),
,,,,,,Архитектура ЭВМ асс. Попова Е.В. 291,,,,,,,,Культурология преп. Гаршин Н.А. 307П,,,,,,,,,,,,,,,,,,,,,,,,,,Методы вычислений асс. Некипелов Е.А.  316П,,,,,,,Unix ст.преп. Копытина Е.А.  301П,,,,,,Физическая культура и спорт,Физическая культура и спорт,,,,,,,,,,,,,,,,,,,,,,,,"Квантовые вычисления
проф. Клинских А.Ф. 305П",Теория управления ст.преп. Акимов А.В. 293,Основы криптографии доц. Стадная Н.П.  292,Теория информации доц. Борзунов С.В. 303П,,,,,,,,,,,,,,,,,,,,
,16:55-18:30,,,,,,,,,Архитектура ЭВМ асс. Попова Е.В. 303П,АиСД ст.преп. Соломатин Д.И. 301П,Дискретная математика асс. Стукалова И.В. 305П,,,,,,,,,,,,,,,,,,,,,,,,,,,,ЯиСП асс. Кольцова И.А. 382,,,,,,"Проектирование ЧМИ
доц. Туровский Я.А. 190",,,Программирование в среде MATLAB доц. Иванков А.Ю. 297,,ЯиСП доц. Михайлов Е.М. 290,,"Организационное и правовое обеспечение информационной безопасности
доц. Филиппова Н.В. 292","Организационное и правовое обеспечение информационной безопасности
доц. Филиппова Н.В. 292",,,,,,,,,,,,,,,,,Физическая культура и спорт,,,,,Физическая культура и спорт,,Физическая культура и спорт,,,,,,,"Разработка ERP  (id=25777)
 асс. Соломатин А.И. (ДО)",,Алгоритмы на строках (id=6425)  проф. Махортов С.Д. (ДО),,Алгоритмы на строках (id=6425) проф. Махортов С.Д. (ДО),,,Безопасность компьютерных сетей (id=2995) ст.преп. Коваль А.С. (ДО),,Основы построения защищенных компьютерных сетей ст.преп. Коваль А.С. (ДО),Основы построения защищенных компьютерных сетей ст.преп. Коваль А.С. (ДО),Разработка ERP  (id=25785) асс. Соломатин А.И. (ДО),,Управление проектами (id=25838) доц. Гладких М.О. (ДО),,,
,,,,,,,Архитектура ЭВМ асс. Попова Е.В. 314П,,,АиСД ст.преп. Соломатин Д.И. 382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Урмат доц. Попов М.И. 295,ЯиСП асс. Кольцова И.А. 291,,,,,,,,,Программирование в среде MATLAB доц. Иванков А.Ю. 297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,КОЗИОИ доц. Нестеровский О.И. (ДО),,,,,,,,,
